Model,Ratings_Reviews,ROM,Display,Camera,Processor
"APPLE iPhone 13 Pro (Sierra Blue, 128 GB)","4.71,581 Ratings & 126 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)","4.51,54,746 Ratings & 12,073 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor
"APPLE iPhone 13 mini (Midnight, 128 GB)","4.53,751 Ratings & 328 Reviews",128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone XS Max (Gold, 256 GB)","4.61,453 Ratings & 146 Reviews",256 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 6 (Space Grey, 32 GB)","4.41,45,596 Ratings & 16,198 Reviews",32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,Apple A8 64-bit processor and M8 Motion Co-processor
"Apple iPhone SE (Red, 256 GB) (Includes EarPods, Power Adapter)","4.51,54,746 Ratings & 12,073 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor
"APPLE iPhone XR ((PRODUCT)RED, 128 GB)","4.61,01,021 Ratings & 8,541 Reviews",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone XR (White, 128 GB)","4.61,01,021 Ratings & 8,541 Reviews",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 14 Pro (Silver, 128 GB)","4.62,100 Ratings & 149 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor"
"APPLE iPhone 12 Pro (Silver, 256 GB)","4.51,335 Ratings & 99 Reviews",256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE IPhone 4 (White, 8 GB)","4.11,096 Ratings & 183 Reviews",8 GB ROM,8.89 cm (3.5 inch) NA Display,5MP Rear Camera | 0.3MP Front Camera,1 Year Manufacturer Warranty
"Apple iPhone XR ((PRODUCT)RED, 64 GB) (Includes EarPods, Power Adapter)","4.61,01,021 Ratings & 8,541 Reviews",64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 5s (Gold, 16 GB)","4.462,789 Ratings & 7,331 Reviews",16 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,Apple A7 64-bit processor and M7 Motion Co-processor
"APPLE iPhone 5C (White, 32 GB)","3.91,327 Ratings & 265 Reviews",32 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor
"APPLE iPhone 5C (Blue, 16 GB)","3.91,327 Ratings & 265 Reviews",16 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor
"APPLE iPhone 5C (Green, 16 GB)","3.91,327 Ratings & 265 Reviews",16 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor
"APPLE iPhone 5C (White, 8 GB)","3.91,327 Ratings & 265 Reviews",8 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor
"APPLE iPhone 5C (Blue, 8 GB)","3.91,327 Ratings & 265 Reviews",8 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor
"Apple iPhone SE (White, 256 GB) (Includes EarPods, Power Adapter)","4.51,54,746 Ratings & 12,073 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor
"APPLE iPhone 7 (Silver, 256 GB)","4.595,178 Ratings & 9,179 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor
"APPLE iPhone 7 (Jet Black, 256 GB)","4.595,178 Ratings & 9,179 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 12 Pro (Gold, 512 GB)","4.51,335 Ratings & 99 Reviews",512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 7 Plus (Gold, 256 GB)","4.529,846 Ratings & 2,991 Reviews",256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor
"APPLE iPhone 7 Plus (Jet Black, 256 GB)","4.529,846 Ratings & 2,991 Reviews",256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 7 (Rose Gold, 256 GB)","4.595,178 Ratings & 9,179 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor
"APPLE iPhone 7 (Rose Gold, 32 GB)","4.595,178 Ratings & 9,179 Reviews",32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 11 Pro (Midnight Green, 512 GB)","4.68,695 Ratings & 629 Reviews",512 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 12 mini (Black, 256 GB)","4.51,30,174 Ratings & 10,292 Reviews",256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone XR (Yellow, 64 GB)","4.61,01,021 Ratings & 8,541 Reviews",64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 7 Plus (Black, 256 GB)","4.529,846 Ratings & 2,991 Reviews",256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor
"APPLE iPhone 7 (Gold, 256 GB)","4.595,178 Ratings & 9,179 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor
"APPLE iPhone 7 (Black, 256 GB)","4.595,178 Ratings & 9,179 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor
"Apple iPhone XR (Black, 256 GB) (Includes EarPods, Power Adapter)","4.61,01,021 Ratings & 8,541 Reviews",256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 11 Pro (Midnight Green, 64 GB)","4.68,695 Ratings & 629 Reviews",64 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 12 Pro (Graphite, 256 GB)","4.51,335 Ratings & 99 Reviews",256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 13 mini (Blue, 512 GB)","4.53,751 Ratings & 328 Reviews",512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"Apple iPhone SE (Black, 256 GB) (Includes EarPods, Power Adapter)","4.51,54,746 Ratings & 12,073 Reviews",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor
"APPLE iPhone 11 Pro (Silver, 256 GB)","4.68,695 Ratings & 629 Reviews",256 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 7 Plus (Silver, 32 GB)","4.529,846 Ratings & 2,991 Reviews",32 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 12 Pro (Pacific Blue, 512 GB)","4.51,335 Ratings & 99 Reviews",512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 11 Pro (Silver, 512 GB)","4.68,695 Ratings & 629 Reviews",512 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 7 (Gold, 32 GB)","4.595,178 Ratings & 9,179 Reviews",32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6 Plus (Space Grey, 64 GB)","4.51,674 Ratings & 199 Reviews",64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor
"Apple iPhone XR (Blue, 256 GB) (Includes EarPods, Power Adapter)","4.61,01,021 Ratings & 8,541 Reviews",256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 7 (Gold, 128 GB)","4.595,178 Ratings & 9,179 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 12 mini (Green, 128 GB)","4.51,30,174 Ratings & 10,292 Reviews",128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 11 Pro (Space Grey, 256 GB)","4.68,695 Ratings & 629 Reviews",256 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 7 (Silver, 32 GB)","4.595,178 Ratings & 9,179 Reviews",32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s (Space Grey, 64 GB)","4.593,125 Ratings & 9,221 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 7 (Jet Black, 128 GB)","4.595,178 Ratings & 9,179 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 7 (Silver, 128 GB)","4.595,178 Ratings & 9,179 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone XS Max (Space Grey, 512 GB)","4.61,453 Ratings & 146 Reviews",512 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 12 Pro (Graphite, 512 GB)","4.51,335 Ratings & 99 Reviews",512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 7 Plus (Rose Gold, 32 GB)","4.529,846 Ratings & 2,991 Reviews",32 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6 Plus (Space Grey, 16 GB)","4.51,674 Ratings & 199 Reviews",16 GB ROM,13.97 cm (5.5 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,Apple A8 64-bit processor and M8 Motion Co-processor
"APPLE iPhone 6 Plus (Space Grey, 16 GB)","4.51,674 Ratings & 199 Reviews",16 GB ROM,13.97 cm (5.5 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,Apple A8 64-bit processor and M8 Motion Co-processor
"APPLE iPhone 8 (PRODUCT)RED (Red, 256 GB)",4.7113 Ratings & 10 Reviews,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor"
"APPLE iPhone 6s Plus (Rose Gold, 16 GB)","4.418,838 Ratings & 2,368 Reviews",16 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 12 Pro (Gold, 128 GB)","4.51,335 Ratings & 99 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 7 (Rose Gold, 128 GB)","4.595,178 Ratings & 9,179 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor
"APPLE iPhone 6s (Rose Gold, 128 GB)","4.593,125 Ratings & 9,221 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","4.61,01,021 Ratings & 8,541 Reviews",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 7 Plus (Red, 128 GB)","4.529,846 Ratings & 2,991 Reviews",128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 7 Plus (Silver, 128 GB)","4.529,846 Ratings & 2,991 Reviews",128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s Plus (Space Grey, 64 GB)","4.418,838 Ratings & 2,368 Reviews",64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone XS Max (Silver, 512 GB)","4.61,453 Ratings & 146 Reviews",512 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 12 mini (Green, 256 GB)","4.51,30,174 Ratings & 10,292 Reviews",256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 13 Pro (Alpine Green, 256 GB)","4.71,581 Ratings & 126 Reviews",256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 7 (Jet Black, 32 GB)","4.595,178 Ratings & 9,179 Reviews",32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"Apple iPhone XR ((PRODUCT)RED, 256 GB) (Includes EarPods, Power Adapter)","4.61,01,021 Ratings & 8,541 Reviews",256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 8 (Space Grey, 64 GB)","4.511,394 Ratings & 802 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor"
"APPLE iPhone 6s Plus (Space Grey, 32 GB)","4.418,838 Ratings & 2,368 Reviews",32 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and Embedded M9 Motion Co-processor
"APPLE iPhone 13 Pro Max (Graphite, 128 GB)","4.62,047 Ratings & 199 Reviews",128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 6 (Space Grey, 64 GB)","4.41,45,596 Ratings & 16,198 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor
"APPLE iPhone XR (Coral, 128 GB)","4.61,01,021 Ratings & 8,541 Reviews",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 7 Plus (Rose Gold, 128 GB)","4.529,846 Ratings & 2,991 Reviews",128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)","4.418,838 Ratings & 2,368 Reviews",64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 7 Plus (Jet Black, 128 GB)","4.529,846 Ratings & 2,991 Reviews",128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s (Silver, 128 GB)","4.593,125 Ratings & 9,221 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 8 (Space Grey, 64 GB)","4.511,394 Ratings & 802 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor"
"APPLE iPhone 8 Plus (Gold, 256 GB)","4.63,443 Ratings & 355 Reviews",256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor"
"APPLE iPhone 7 Plus (Rose Gold, 128 GB)","4.529,846 Ratings & 2,991 Reviews",128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)","4.418,838 Ratings & 2,368 Reviews",64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 7 Plus (Jet Black, 128 GB)","4.529,846 Ratings & 2,991 Reviews",128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s Plus (Gold, 16 GB)","4.418,838 Ratings & 2,368 Reviews",16 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 6s (Silver, 128 GB)","4.593,125 Ratings & 9,221 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"Apple iPhone XR (Yellow, 128 GB) (Includes EarPods, Power Adapter)","4.61,01,021 Ratings & 8,541 Reviews",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 11 Pro Max (Silver, 256 GB)","4.71,102 Ratings & 100 Reviews",256 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 6s (Gold, 128 GB)","4.593,125 Ratings & 9,221 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 6s (Gold, 16 GB)","4.593,125 Ratings & 9,221 Reviews",16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone XR (Blue, 128 GB)","4.61,01,021 Ratings & 8,541 Reviews",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 6 (Gold, 64 GB)","4.41,45,596 Ratings & 16,198 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor
"APPLE iPhone XR (Coral, 128 GB)","4.61,01,021 Ratings & 8,541 Reviews",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 11 Pro Max (Space Grey, 256 GB)","4.71,102 Ratings & 100 Reviews",256 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"Apple iPhone XR (Yellow, 256 GB) (Includes EarPods, Power Adapter)","4.61,01,021 Ratings & 8,541 Reviews",256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 6s Plus (Silver, 16 GB)","4.418,838 Ratings & 2,368 Reviews",16 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and Embedded M9 Motion Co-processor
"APPLE iPhone 7 Plus (Red, 128 GB)","4.529,846 Ratings & 2,991 Reviews",128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s (Silver, 64 GB)","4.593,125 Ratings & 9,221 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone XS (Space Grey, 256 GB)","4.711,962 Ratings & 869 Reviews",256 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 12 Pro Max (Pacific Blue, 256 GB)","4.51,272 Ratings & 102 Reviews",256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 7 (Black, 128 GB)","4.595,178 Ratings & 9,179 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6 (Gold, 128 GB)","4.41,45,596 Ratings & 16,198 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor
"APPLE iPhone 11 Pro (Silver, 64 GB)","4.68,695 Ratings & 629 Reviews",64 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone XS Max (Silver, 256 GB)","4.61,453 Ratings & 146 Reviews",256 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor
"APPLE iPhone 6s (Gold, 64 GB)","4.593,125 Ratings & 9,221 Reviews",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone SE (Black, 128 GB)","4.51,54,746 Ratings & 12,073 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor
"APPLE iPhone 7 Plus (Gold, 32 GB)","4.529,846 Ratings & 2,991 Reviews",32 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor
"APPLE iPhone 6s Plus (Space Grey, 128 GB)","4.418,838 Ratings & 2,368 Reviews",128 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor
"APPLE iPhone 6s Plus (Silver, 32 GB)","4.418,838 Ratings & 2,368 Reviews",32 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,Apple A9 64-bit processor and Embedded M9 Motion Co-processor
"Apple iPhone SE (Black, 128 GB) (Includes EarPods, Power Adapter)","4.51,54,746 Ratings & 12,073 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor
"Apple iPhone SE (Red, 128 GB) (Includes EarPods, Power Adapter)","4.51,54,746 Ratings & 12,073 Reviews",128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor
